Authors,Title,Year,DOI,Link,Author Keywords
"Mollaei F., Shiller D.M., Gracco V.L.","Sensorimotor adaptation of speech in Parkinson's disease",2013,"10.1002/mds.25588","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886395039&doi=10.1002%2fmds.25588&partnerID=40&md5=5ab8174fb306f50c94a75fa4007bea4d","Auditory feedback; Parkinson's disease; Sensorimotor adaptation; Speech motor learning; Speech production"
"Lillicrap T.P., Moreno-Briseño P., Diaz R., Tweed D.B., Troje N.F., Fernandez-Ruiz J.","Adapting to inversion of the visual field: A new twist on an old problem",2013,"10.1007/s00221-013-3565-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879843706&doi=10.1007%2fs00221-013-3565-6&partnerID=40&md5=f6b007f63490c3be914f11257711e67c","Control theory; Feedback error; Sensitivity derivative; Visual inversion; Visual rotation; Visuomotor learning"
"Passot J.-B., Luque N.R., Arleo A.","Coupling internal cerebellar models enhances online adaptation and supports offline consolidation in sensorimotor tasks",2013,"10.3389/fncom.2013.00095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879758383&doi=10.3389%2ffncom.2013.00095&partnerID=40&md5=602f8e9175ed2d8fd8cb93687bb94505","Cerebellar microcomplex; Inverse and forward internal models; Motor control; Procedural adaptation task; Sensorimotor adaptation"
"Nasir S.M., Darainy M., Ostry D.J.","Sensorimotor adaptation changes the neural coding of somatosensory stimuli",2013,"10.1152/jn.00719.2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878497144&doi=10.1152%2fjn.00719.2012&partnerID=40&md5=e16a0fb067179f057a541cb39e2ea347","Motor learning; Reaching movement; Somatosensory evoked potential"
"Peters B.T., Brady R.A., Batson C.D., Guined J.R., Ploutz-Snyder R.J., Mulavara A.P., Bloomberg J.J.","Adaptation in locomotor stability, cognition, and metabolic cost during sensory discordance",2013,"10.3357/ASEM.3529.2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880016523&doi=10.3357%2fASEM.3529.2013&partnerID=40&md5=cae885f96e5541b6fc64452f5f0ce3a9","Gait adaptation; Human locomotion; Instability; Perturbation; Sensory discordance"
"Caronni A., Bolzoni F., Esposti R., Bruttini C., Cavallari P.","Accuracy of pointing movements relies upon a specific tuning between anticipatory postural adjustments and prime mover activation",2013,"10.1111/apha.12081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876321478&doi=10.1111%2fapha.12081&partnerID=40&md5=132125a8ad61965193c278cb2da71031","Anticipatory postural adjustment; Human; Pointing; Prismatic lenses; Sensorimotor adaptation; Voluntary movement"
"Sülzenbrück S., Heuer H.","Effective Part-Task Training as Evidence of Distinct Adaptive Processes with Different Time Scales",2013,"10.1371/journal.pone.0060196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875439436&doi=10.1371%2fjournal.pone.0060196&partnerID=40&md5=2686ed97248cc477314c228d88c008b1",
"Michel C., Gaveau J., Pozzo T., Papaxanthis C.","Prism adaptation by mental practice",2013,"10.1016/j.cortex.2012.11.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882721026&doi=10.1016%2fj.cortex.2012.11.008&partnerID=40&md5=3bd5081765a814e17d7aa3cc94486132","Arm movements; Motor imagery; Prism adaptation; Sensorimotor plasticity"
"Buccello-Stout R.R., Cromwell R.L., Bloomberg J.J., Whorton E.B.","Sensorimotor adaptation training's effect on head stabilization in response to a lateral perturbation in older adults",2013,"10.1123/japa.21.3.272","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880048591&doi=10.1123%2fjapa.21.3.272&partnerID=40&md5=1a94da9d04f51820bd6f3762b3f21494","Balance control; Falls in older adults; Postural stability"
"Hubsch C., Roze E., Popa T., Russo M., Balachandran A., Pradeep S., Mueller F., Brochard V., Quartarone A., Degos B., Vidailhet M., Kishore A., Meunier S.","Defective cerebellar control of cortical plasticity in writer's cramp",2013,"10.1093/brain/awt147","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879946615&doi=10.1093%2fbrain%2fawt147&partnerID=40&md5=f1f04b36322bc52eb0852b38fd4e76a0","cerebellum; dystonia; plasticity; sensorimotor adaptation; transcranial magnetic stimulation"
"Keough D., Hawco C., Jones J.A.","Auditory-motor adaptation to frequency-altered auditory feedback occurs when participants ignore feedback.",2013,"10.1186/1471-2202-14-25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874721327&doi=10.1186%2f1471-2202-14-25&partnerID=40&md5=46032641fcd31f12119f1668d0fc1127",
"Schmitz G., Bock O., Grigorova V., Borisova S.","Adaptation of hand movements to double-step targets and to distorted visual feedback: Evidence for shared mechanisms",2012,"10.1016/j.humov.2011.08.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870242870&doi=10.1016%2fj.humov.2011.08.003&partnerID=40&md5=3b81025a2661c9049c36eb5171764a78","Attention; Motor learning; Saccades; Sensorimotor adaptation; Transfer"
"Riek S., Hinder M.R., Carson R.G.","Primary motor cortex involvement in initial learning during visuomotor adaptation",2012,"10.1016/j.neuropsychologia.2012.06.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864388932&doi=10.1016%2fj.neuropsychologia.2012.06.024&partnerID=40&md5=c55a09c12d360a140fc2f3b4e00c03a2","Adaptation; Motor learning; Repetitive TMS"
"Thomas M., Bock O.","Concurrent adaptation to four different visual rotations",2012,"10.1007/s00221-012-3150-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864281526&doi=10.1007%2fs00221-012-3150-4&partnerID=40&md5=add276dd5c29f02a2c03f6264a23d23d","Contextual cueing; Motor learning; Sensorimotor adaptation; Visual rotation"
"Gerardin P., Miquée A., Urquizar C., Pélisson D.","Functional activation of the cerebral cortex related to sensorimotor adaptation of reactive and voluntary saccades",2012,"10.1016/j.neuroimage.2012.03.037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861337021&doi=10.1016%2fj.neuroimage.2012.03.037&partnerID=40&md5=70c5037dff0886cd393876c391fb7b9f","FMRI; Multi-voxel pattern classification; Reactive saccades; Saccadic adaptation; Voluntary saccades"
"Casadio M., Sanguineti V.","Learning, retention, and slacking: A model of the dynamics of recovery in robot therapy",2012,"10.1109/TNSRE.2012.2190827","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861524623&doi=10.1109%2fTNSRE.2012.2190827&partnerID=40&md5=ca1d4735ff67d6710ffcd4b870542917","Assistance; linear dynamical systems; robot therapy; state space model; stroke"
"Anguera J.A., Bernard J.A., Jaeggi S.M., Buschkuehl M., Benson B.L., Jennett S., Humfleet J., Reuter-Lorenz P.A., Jonides J., Seidler R.D.","The effects of working memory resource depletion and training on sensorimotor adaptation",2012,"10.1016/j.bbr.2011.11.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83755188009&doi=10.1016%2fj.bbr.2011.11.040&partnerID=40&md5=01874705e4bc22d9b3557b0083e8aeca","Cognitive training; Resource depletion; Visuomotor adaptation; Working memory"
"Werner S.","Adaptation to mirror-reversed vision is based on directionally tuned modules",2012,"10.1016/j.humov.2011.02.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856601755&doi=10.1016%2fj.humov.2011.02.007&partnerID=40&md5=5508a712bfa82f29f8a9e322ede5543e","Motor learning; Pointing; Reversed vision; Sensorimotor adaptation"
"Modig F., Fransson P.-A., Magnusson M., Patel M.","Blood alcohol concentration at 0.06 and 0.10% causes a complex multifaceted deterioration of body movement control",2012,"10.1016/j.alcohol.2011.06.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855550560&doi=10.1016%2fj.alcohol.2011.06.001&partnerID=40&md5=9cd032147797ed8c21c23ce5fbd9ba20","Adaptation; Alcohol; Balance; Body movements; Postural control; Vision"
"Lex H., Weigelt M., Knoblauch A., Schack T.","Functional relationship between cognitive representations of movement directions and visuomotor adaptation performance",2012,"10.1007/s00221-012-3273-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871285511&doi=10.1007%2fs00221-012-3273-7&partnerID=40&md5=bbf213cd40ea840a7f8505d3ab892262","Cognition; Cognitive representation; Internal model; Sensorimotor adaptation"
"Taylor J.A., Wojaczynski G.J., Ivry R.B.","Trial-by-trial analysis of intermanual transfer during visuomotor adaptation",2011,"10.1152/jn.01008.2010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83055179235&doi=10.1152%2fjn.01008.2010&partnerID=40&md5=1e86d0408f9e89fdc9ab60e30811cd36","Awareness; Motor adaptation; Motor learning; Motor skills; Transfer"
"Shum M., Shiller D.M., Baum S.R., Gracco V.L.","Sensorimotor integration for speech motor learning involves the inferior parietal cortex",2011,"10.1111/j.1460-9568.2011.07889.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82455164089&doi=10.1111%2fj.1460-9568.2011.07889.x&partnerID=40&md5=ac459f8959acad8c3beeb521fb3cc97d","Human; RTMS; Sensorimotor adaptation; Speech production"
"Schomaker J., Tesch J., Bülthoff H.H., Bresciani J.-P.","It is all me: The effect of viewpoint on visual-vestibular recalibration",2011,"10.1007/s00221-011-2723-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053919024&doi=10.1007%2fs00221-011-2723-y&partnerID=40&md5=7cff9ecff8a39f509a1ea2abb37af96b","Adaptation; Motor control; Sensorimotor learning; Vestibular; Visual"
"Feng Y., Gracco V.L., Max L.","Integration of auditory and somatosensory error signals in the neural control of speech movements",2011,"10.1152/jn.00638.2010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051521856&doi=10.1152%2fjn.00638.2010&partnerID=40&md5=5e26a2db251513505c459e9978db3c47","Adaptation; Auditory feedback; Sensorimotor integration; Somatosensory feedback; Speech motor control"
"Patel R., Niziolek C., Reilly K., Guenther F.H.","Prosodic adaptations to pitch perturbation in running speech",2011,"10.1044/1092-4388(2010/10-0162)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961130792&doi=10.1044%2f1092-4388%282010%2f10-0162%29&partnerID=40&md5=0df435763a99f796d647da1ce9984fcd","Auditory feedback; Fundamental frequency; Perturbation; Prosody; Sensorimotor adaptation"
"Gaveau J., Paizis C., Berret B., Pozzo T., Papaxanthis C.","Sensorimotor adaptation of point-to-point arm movements after spaceflight:The role of internal representation of gravity force in trajectory planning",2011,"10.1152/jn.00081.2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960171203&doi=10.1152%2fjn.00081.2011&partnerID=40&md5=52b19bf65692197f3a98528c4b5f07fe","Hand kinematics; Humans; Inertia; Motor control"
"King B.R., Kagerer F.A., Harring J.R., Contreras-Vidal J.L., Clark J.E.","Multisensory adaptation of spatial-to-motor transformations in children with developmental coordination disorder",2011,"10.1007/s00221-011-2722-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959702815&doi=10.1007%2fs00221-011-2722-z&partnerID=40&md5=80e59663f78a17d38dd6eb9ed2fb7550","Audition; Developmental coordination disorder; Reaching; Sensorimotor adaptation; Vision; Visuomotor"
"King B.R., Harring J.R., Oliveira M.A., Clark J.E.","Statistically characterizing intra- and inter-individual variability in children with Developmental Coordination Disorder",2011,"10.1016/j.ridd.2010.12.043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957836018&doi=10.1016%2fj.ridd.2010.12.043&partnerID=40&md5=eaf688afb315dd2bce325a25ca3238c2","Developmental coordination disorder; Heterogeneity; Sensorimotor adaptation; Spatial motor control; Visuomotor"
"Benson B.L., Anguera J.A., Seidler R.D.","A spatial explicit strategy reduces error but interferes with sensorimotor adaptation",2011,"10.1152/jn.00002.2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959337470&doi=10.1152%2fjn.00002.2011&partnerID=40&md5=863167d83ddca4c6ad26b0083848e8bd","Catch trials; Implicit; Reaching; Recalibration; Visuomotor"
"Pfordresher P.Q., Kulpa J.D.","The dynamics of disruption from altered auditory feedback: Further evidence for a dissociation of sequencing and timing",2011,"10.1037/a0021435","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958722002&doi=10.1037%2fa0021435&partnerID=40&md5=dfba53907ed24b9c3c84ce33dcb09a9d","Altered auditory feedback; Delayed auditory feedback; Sensorimotor adaptation; Sequencing; Timing"
"Bock O., Thomas M.","Proprioception plays a different role for sensorimotor adaptation to different distortions",2011,"10.1016/j.humov.2010.10.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955874741&doi=10.1016%2fj.humov.2010.10.007&partnerID=40&md5=b387673f3f950660ac4c7d47c41b270e","Kinesthesia; Motor learning; Sensorimotor coordination; Vibration"
"Wozny D.R., Shams L.","Recalibration of auditory space following milliseconds of cross-modal discrepancy",2011,"10.1523/JNEUROSCI.6079-10.2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953021530&doi=10.1523%2fJNEUROSCI.6079-10.2011&partnerID=40&md5=7bfaad0163bd0d3b85d087f098defa2b",
"Wong A.L., Shelhamer M.","Sensorimotor adaptation error signals are derived from realistic predictions of movement outcomes",2011,"10.1152/jn.00394.2010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955133813&doi=10.1152%2fjn.00394.2010&partnerID=40&md5=977b1cd938199c7535a83eb84d1ad489","Forward model; Motor learning; Saccade adaptation"
"Taylor J.A., Ivry R.B.","Flexible cognitive strategies during motor learning",2011,"10.1371/journal.pcbi.1001096","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953658298&doi=10.1371%2fjournal.pcbi.1001096&partnerID=40&md5=d832d938fd779fe026d0b8fb859ddb03",
"Novakovic V., Sanguineti V.","Adaptation to constant-magnitude assistive forces: Kinematic and neural correlates",2011,"10.1007/s00221-011-2573-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952427383&doi=10.1007%2fs00221-011-2573-7&partnerID=40&md5=e63b34570ccc8ce9884fd642801822ba","Electroencephalography; Manipulandum; Reaching movements; Sensorimotor adaptation; Upper limb"
"Hubsch C., Vidailhet M., Rivaud-Péchoux S., Pouget P., Brochard V., Degos B., Pélisson D., Golmard J.-L., Gaymard B., Roze E.","Impaired saccadic adaptation in DYT11 dystonia",2011,"10.1136/jnnp.2010.232793","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052614852&doi=10.1136%2fjnnp.2010.232793&partnerID=40&md5=4149fe8277f6d15fee2a5a93f07434f0",
"Taylor J.A., Klemfuss N.M., Ivry R.B.","An explicit strategy prevails when the cerebellum fails to compute movement errors",2010,"10.1007/s12311-010-0201-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952735179&doi=10.1007%2fs12311-010-0201-x&partnerID=40&md5=f9300d068111217ebda3b74035e2a301","Adaptation; Cerebellum; Cognitive; Motor control; Motor learning; Reaching"
"Wang J., Mordkoff J.T., Sainburg R.L.","Visuomotor learning generalizes between bilateral and unilateral conditions despite varying degrees of bilateral interference",2010,"10.1152/jn.00225.2010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650917921&doi=10.1152%2fjn.00225.2010&partnerID=40&md5=9ee17260cc7b14aaddd718e23c2f7c4a",
"Huang F.C., Patton J.L., Mussa-Ivaldi F.A.","Manual skill generalization enhanced by negative viscosity",2010,"10.1152/jn.00433.2009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957827738&doi=10.1152%2fjn.00433.2009&partnerID=40&md5=21ac29b7d025300dc26f2fd9af867867",
"Bock O., Weigelt C., Bloomberg J.J.","Cognitive demand of human sensorimotor performance during an extended space mission: A dual-task study",2010,"10.3357/ASEM.2608.2010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956376444&doi=10.3357%2fASEM.2608.2010&partnerID=40&md5=aaaa8c82fe91c588b8392e446cf7695e","ISS.; Manual tracking; Motor skills; Multitasking; Sensorimotor adaptation; Spaceflight; Stress"
"Bock O.","Sensorimotor adaptation is influenced by background music",2010,"10.1007/s00221-010-2289-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956196857&doi=10.1007%2fs00221-010-2289-0&partnerID=40&md5=d5ffbf2234c0cc79a5b03680689ac805","Affect; Cognition; Mood; Motor learning; Recalibration; Visuomotor"
"Weigelt C., Bock O.","Adaptation of the precision grip orientation to a visual-haptic mismatch",2010,"10.1007/s00221-009-2076-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951092814&doi=10.1007%2fs00221-009-2076-y&partnerID=40&md5=ce440d8eaaace34e6055164b9ef7df03","3D; Grasping; Human; Kinematics; Reach-to-grasp movements; Sensorimotor transformation"
"Werner S., Bock O.","Mechanisms for visuomotor adaptation to left-right reversed vision",2010,"10.1016/j.humov.2010.02.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950338002&doi=10.1016%2fj.humov.2010.02.004&partnerID=40&md5=0d304d430517807ed8a2864de1570c9b","Motor learning; Pointing; Reversed vision; Sensorimotor adaptation"
"Thomas M., Bock O.","Is sensorimotor adaptation to position- and velocity-dependent visual distortions based on distinct adaptive processes?",2010,"10.1016/j.humov.2010.02.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950337891&doi=10.1016%2fj.humov.2010.02.002&partnerID=40&md5=929b7f7635e56e4e71fbc1df32df50c5","Motor learning; Sensorimotor adaptation; Transfer"
"Hawco C.S., Jones J.A.","Multiple instances of vocal sensorimotor adaptation to frequency-altered feedback within a single experimental session",2010,"10.1121/1.3272633","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75949117201&doi=10.1121%2f1.3272633&partnerID=40&md5=cbb6b6006e63f137b0a492e6d2f3a3a4",
"Arce F., Novick I., Vaadia E.","Discordant tasks and motor adjustments affect interactions between adaptations to altered kinematics and dynamics",2010,"10.3389/neuro.09.065.2009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858064950&doi=10.3389%2fneuro.09.065.2009&partnerID=40&md5=cad80cf300b3d0576cd65f49bb7366df","Adaptation; Arm-reaching movements; Consolidation; Force field; Interference; Visuomotor rotation"
"Cai S., Ghosh S.S., Guenther F.H., Perkell J.S.","Adaptive auditory feedback control of the production of formant trajectories in the Mandarin triphthong /iau/ and its pattern of generalization.",2010,"10.1121/1.3479539","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952198885&doi=10.1121%2f1.3479539&partnerID=40&md5=94998870feba47ed223389ef20d1d3f9",
"Shiller D.M., Gracco V.L., Rvachew S.","Auditory-motor learning during speech production in 9- 11-year-old children",2010,"10.1371/journal.pone.0012975","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958550605&doi=10.1371%2fjournal.pone.0012975&partnerID=40&md5=05470df6f7e4e1c430088946be6a91cc",
"Nasir S.M., Ostry D.J.","Auditory plasticity and speech motor learning",2009,"10.1073/pnas.0907032106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73949105828&doi=10.1073%2fpnas.0907032106&partnerID=40&md5=7bc85bc1bcbf0352157b57e05a98a56c","Sensorimotor adaptation; Speech perception; Speech production"
"Anguera J.A., Seidler R.D., Gehring W.J.","Changes in performance monitoring during sensorimotor adaptation",2009,"10.1152/jn.00063.2009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349284503&doi=10.1152%2fjn.00063.2009&partnerID=40&md5=6b936b1018970e6803b31d701808a300",
"De Rugy A., Hinder M.R., Woolley D.G., Carson R.G.","The synergistic organization of muscle recruitment constrains visuomotor adaptation",2009,"10.1152/jn.90898.2008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65649144237&doi=10.1152%2fjn.90898.2008&partnerID=40&md5=307a2e652144c4301621d2b324df6c5e",
"Richters D.P., Eskew Jr R.T.","Quantifying the effect of natural and arbitrary sensorimotor contingencies on chromatic judgments",2009,"10.1167/9.4.27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65449167301&doi=10.1167%2f9.4.27&partnerID=40&md5=d6db3a42f7775b4ee95824eac8915f69","Adaptation; Color; Sensorimotor learning; Sensory integration"
"Werner S., Bock O., Timmann D.","The effect of cerebellar cortical degeneration on adaptive plasticity and movement control",2009,"10.1007/s00221-008-1607-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-59849122624&doi=10.1007%2fs00221-008-1607-2&partnerID=40&md5=41a33fbb3ea0a58a1b658bba9fc7621c","Ataxia; Cerebellum; Motor learning; Pointing; Sensorimotor coordination"
"Kagerer F.A., Contreras-Vidal J.L.","Adaptation of sound localization induced by rotated visual feedback in reaching movements",2009,"10.1007/s00221-008-1630-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-59849099569&doi=10.1007%2fs00221-008-1630-3&partnerID=40&md5=d5451ddbd2a2b746ee82a57cf9f8de33","Auditory; Human; Internal model; Sensorimotor adaptation; Sensory integration; Visuo-motor"
"Mierau A., Schneider S., Abel T., Askew C., Werner S., Strüder H.K.","Improved sensorimotor adaptation after exhaustive exercise is accompanied by altered brain activity",2009,"10.1016/j.physbeh.2008.09.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57649220017&doi=10.1016%2fj.physbeh.2008.09.002&partnerID=40&md5=1b6ce54e11432f083ee04f344e9c63a9","Cortical activation; EEG; Exercise; Exhaustion; Sensorimotor adaptation; Tracking"
"Cotti J., Panouilleres M., Munoz D.P., Vercher J.-L., Pélisson D., Guillaume A.","Adaptation of reactive and voluntary saccades: Different patterns of adaptation revealed in the antisaccade task",2009,"10.1113/jphysiol.2008.159459","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149295109&doi=10.1113%2fjphysiol.2008.159459&partnerID=40&md5=447934ac13e02cd0e4c7018c8ea1a34e",
"Dong Y., Holly L.T., Albistegui-Dubois R., Yan X., Marehbian J., Newton J.M., Dobkin B.H.","Compensatory cerebral adaptations before and evolving changes after surgical decompression in cervical spondylotic myelopathy: Laboratory investigation",2008,"10.3171/SPI.2008.10.0831","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58849160116&doi=10.3171%2fSPI.2008.10.0831&partnerID=40&md5=0e22fe7a087a6cab875c152648afcd64","Cervical spondylotic myelopathy; Functional magnetic resonance imaging; Motor cortex; Rehabilitation; Spinal cord injury; Surgical decompression"
"Chase C., Seidler R.","Degree of handedness affects intermanual transfer of skill learning",2008,"10.1007/s00221-008-1472-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-49749099598&doi=10.1007%2fs00221-008-1472-z&partnerID=40&md5=8b86bf6c338761c5c272c97053d5b0d4","Handedness; Learning; Motor; Sensorimotor adaptation; Sequence learning; Transfer"
"Paquet F., Bedard M.A., Levesque M., Tremblay P.L., Lemay M., Blanchet P.J., Scherzer P., Chouinard S., Filion J.","Sensorimotor adaptation in Parkinson's disease: Evidence for a dopamine dependent remapping disturbance",2008,"10.1007/s00221-007-1147-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38849112663&doi=10.1007%2fs00221-007-1147-1&partnerID=40&md5=07490fd6ecd83434858c8119f1e263a2","Dopamine; Levodopa; Movement; Neuropsychology; Perception; Procedural learning; Striatum"
"Girgenrath M., Bock O., Seitz R.J.","An fMRI study of brain activation in a visual adaptation task: Activation limited to sensory guidance",2008,"10.1007/s00221-007-1124-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38349194543&doi=10.1007%2fs00221-007-1124-8&partnerID=40&md5=f18cbe1be44aa658d1115cd4c5937a87",
"Buccello-Stout R.R., Bloomberg J.J., Cohen H.S., Whorton E.B., Weaver G.D., Cromwell R.L.","Effects of sensorimotor adaptation training on functional mobility in older adults",2008,"10.1093/geronb/63.5.P295","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52949099883&doi=10.1093%2fgeronb%2f63.5.P295&partnerID=40&md5=e6d2ab34cd4c7753d86a56f89c60961c","Functional mobility; Motor mismatch; Perceptual; Sensorimotor adaptation"
"Heuer H., Hegele M.","Adaptation to a nonlinear visuomotor amplitude transformation with continuous and terminal visual feedback",2008,"10.3200/JMBR.40.5.368-379","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51849158195&doi=10.3200%2fJMBR.40.5.368-379&partnerID=40&md5=a166d0a250483727cd5e0948eac145ee","Adaptation; Feedback; Motor learning; Perception-action coupling"
"Cecala A.L., Freedman E.G.","Amplitude changes in response to target displacements during human eye-head movements",2008,"10.1016/j.visres.2007.10.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38549111831&doi=10.1016%2fj.visres.2007.10.029&partnerID=40&md5=3b6652979d3bd77ff5a6f61e4634336d","Adaptation; Gaze; Head-unrestrained; Human"
"Overduin S.A., Richardson A.G., Bizzi E., Press D.Z.","Simultaneous sensorimotor adaptation and sequence learning",2008,"10.1007/s00221-007-1213-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37449014289&doi=10.1007%2fs00221-007-1213-8&partnerID=40&md5=f182570056127f3c8fa56efb3902f7ed","Learning; Memory; Motor; Movement; Sequence"
"Anguera J.A., Russell C.A., Noll D.C., Seidler R.D.","Neural correlates associated with intermanual transfer of sensorimotor adaptation",2007,"10.1016/j.brainres.2007.09.088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549005049&doi=10.1016%2fj.brainres.2007.09.088&partnerID=40&md5=3212513c44b5403a7ac7aea1226fd5cc","fMRI; Intermanual transfer; Motor learning; Visuomotor adaptation"
"Villacorta V.M., Perkell J.S., Guenther F.H.","Sensorimotor adaptation to feedback perturbations of vowel acoustics and its relation to perception",2007,"10.1121/1.2773966","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34848828488&doi=10.1121%2f1.2773966&partnerID=40&md5=b26ee850a1edb39a29c6c4c721231d9b",
"Fine M.S., Thoroughman K.A.","Trial-by-trial transformation of error into sensorimotor adaptation changes with environmental dynamics",2007,"10.1152/jn.00196.2007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548707070&doi=10.1152%2fjn.00196.2007&partnerID=40&md5=176439e708728696be331922222a0a94",
"Berrigan F., Simoneau M.","Is the brain able to capture a new temporal relationship between a motor action and its consequence?",2007,"10.1007/s00221-007-0929-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447320737&doi=10.1007%2fs00221-007-0929-9&partnerID=40&md5=01aee770977d83afcab32eec29b25648","Balance control; Cognitive adaptation; Predictive control; Temporal delay"
"Sarlegna F.R., Gauthier G.M., Blouin J.","Influence of feedback modality on sensorimotor adaptation: Contribution of visual, kinesthetic, and verbal cues",2007,"10.3200/JMBR.39.4.247-258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547911080&doi=10.3200%2fJMBR.39.4.247-258&partnerID=40&md5=279da5dc83a9f4417289cb796e038bb8","Cognition; Knowledge of results; Motor learning; Sensory feedback"
"Werner S., Bock O.","Effects of variable practice and declarative knowledge on sensorimotor adaptation to rotated visual feedback",2007,"10.1007/s00221-007-0925-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34147125970&doi=10.1007%2fs00221-007-0925-0&partnerID=40&md5=dc40faac3202bb6a5466a3dda95a8586","Constant practice; Generalization; Knowledge transfer; Motor learning; Procedural knowledge"
"Richards J.T., Mulavara A.P., Bloomberg J.J.","The interplay between strategic and adaptive control mechanisms in plastic recalibration of locomotor function",2007,"10.1007/s00221-006-0738-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947331514&doi=10.1007%2fs00221-006-0738-6&partnerID=40&md5=a296921db7d8f804ccf9045ea0a9e6cb",
"Bernier P.-M., Chua R., Inglis J.T., Franks I.M.","Sensorimotor adaptation in response to proprioceptive bias",2007,"10.1007/s00221-006-0658-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846958798&doi=10.1007%2fs00221-006-0658-5&partnerID=40&md5=07578bba9b074e6bd927abc38740b222","Muscle spindle; Proprioception; Vibration; Vision; Visuomotor adaptation"
